gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
THEMIS	chr6	127708072	127918631	127918547	127918597	-	0.0
C1QTNF5	chr11	119338942	119340940	119340833	119340883	-	0.672496442253643
SPATS2	chr12	49366584	49527425	49367509	49367559	+	47.4590346390428
EXOSC8	chr13	36998816	37025881	37000782	37000822	+	89.15381405876872
NDST1	chr5	150485818	150558211	150485817	150485867	+	15.083134490546
ZDHHC7	chr16	84974175	85011535	84982067	84982117	-	0.0
OR2AG1	chr11	6783020	6791558	6785016	6785066	+	0.0
TBXT	chr6	166157656	166168700	166168650	166168700	-	0.0
QRFPR	chr4	121328642	121381059	121380629	121380679	-	0.0
DENR	chr12	122752824	122771064	122752846	122752896	+	655.684031197302
PHLDB2	chr3	111732497	111976517	111732496	111732546	+	0.096070920321949
USP17L5	chr4	9339403	9340995	9339402	9339452	+	0.0
SKIL	chr3	170357678	170396835	170361211	170361261	+	0.480354601609745
SERPINB4	chr18	63637259	63644256	63644248	63644298	-	2.6899857690145703
NEDD9	chr6	11183298	11382348	11382288	11382338	-	0.0
NCK2	chr2	105744912	105894274	105744896	105744946	+	9.414950191551
IL1R2	chr2	101991960	102028544	102023389	102023439	+	0.0
COX18	chr4	73052362	73069755	73069705	73069755	-	44.67297794970629
SLC22A14	chr3	38282294	38318575	38305935	38305985	+	0.0
CLDN24	chr4	183321764	183322426	183322376	183322426	-	0.0
POLA2	chr11	65261920	65305589	65294177	65294227	+	0.096070920321949
LRRCC1	chr8	85107215	85146080	85107237	85107287	+	62.83038189055471
PXMP2	chr12	132687587	132704985	132690313	132690363	+	0.096070920321949
NR1D1	chr17	40092793	40100589	40100675	40100725	-	2.97819852998042
C6orf118	chr6	165279664	165309605	165281972	165282022	-	0.0
THOC3	chr5	175917873	176034680	175961363	175961413	-	0.0
IFITM3	chr11	319676	329475	327487	327537	-	0.0
VCL	chr10	73995193	74121363	73995192	73995231	+	0.0
PTK7	chr6	43076307	43161719	43076306	43076356	+	104.044806708671
TRPM1	chr15	31152534	31312750	31068042	31068092	-	0.0
DYNC1I2	chr2	171687409	171750158	171687408	171687458	+	19.790609586321494
FERMT3	chr11	64206678	64223891	64220436	64220486	+	0.0
CCN2	chr6	131948176	131951372	131951323	131951373	-	171.198380013713
COX11	chr17	54951902	54968703	54961118	54961139	-	0.096070920321949
RSL1D1	chr16	11833850	11851580	11846517	11846567	-	9.7992338728388
VIT	chr2	36696690	36814794	36696825	36696875	+	0.0
PODXL2	chr3	127629185	127672802	127629180	127629230	+	13.5459997653948
PRUNE2	chr9	76611376	76906114	76652499	76652549	-	0.0
ZBBX	chr3	167239843	167407874	167379744	167379794	-	0.096070920321949
ATXN7	chr3	63863155	64003462	63911928	63911978	+	0.096070920321949
HECW1	chr7	43112629	43566001	43112598	43112648	+	4.99568785674135
UCP3	chr11	74000277	74009085	74009035	74009085	-	0.0
HLA-E	chr6	30479706	30484444	30489466	30489516	+	87.23239565232971
SNX19	chr11	130866250	130916479	130910321	130910371	-	0.0
MAK	chr6	10762723	10838553	10838505	10838555	-	16.4281273750533
PTPRR	chr12	70638073	70920738	70754541	70754591	-	0.0
EVPLL	chr17	18387383	18399252	18386403	18386453	+	0.0
MOB4	chr2	197515571	197553699	197516046	197516096	+	426.650957149776
RTN4IP1	chr6	106570771	106629498	106572361	106572411	-	0.0
STRIP2	chr7	129434432	129488399	129434432	129434482	+	70.22784275534471
NPY	chr7	24284188	24291862	24284162	24284212	+	0.0
RANBP9	chr6	13621498	13711835	13632705	13632755	-	0.0
VPREB3	chr22	23752743	23754425	23754418	23754468	-	1.2489219641853402
SCRN1	chr7	29920104	29990289	29990155	29990205	-	0.096070920321949
VPS41	chr7	38722974	38932394	38909179	38909229	-	277.837101571077
TAS2R13	chr12	10907926	10909562	10909512	10909562	-	0.0
RCE1	chr11	66842835	66846552	66843722	66843772	+	0.672496442253643
TCEA2	chr20	64049836	64072347	64064325	64064352	+	0.0
KCTD18	chr2	200488958	200519784	200510018	200510068	-	0.480354601609745
SCN3B	chr11	123629187	123655244	123641074	123641124	-	0.0
MATR3	chr5	139293674	139331677	139315750	139315800	+	0.0
FAM241B	chr10	69630247	69633596	69630250	69630300	+	36.2187369613748
FJX1	chr11	35618460	35620865	35619687	35619737	+	0.096070920321949
NPAT	chr11	108157215	108222638	108170151	108170201	-	0.0
SLC39A7	chr6	33122069	33126063	33200444	33200494	+	0.480354601609745
RNF170	chr8	42849637	42897290	42896548	42896598	-	31.4151909452773
CEP97	chr3	101724593	101770562	101727469	101727519	+	0.0
MSGN1	chr2	17816460	17817798	17816495	17816545	+	0.0
DCUN1D2	chr13	113455819	113490951	113483946	113483996	-	0.0
FBXL8	chr16	67159932	67164570	67161688	67161738	+	0.0
DEFB113	chr6	49968677	49969625	49969575	49969625	-	0.0
DUSP4	chr8	29333064	29350684	29350618	29350668	-	0.288212760965847
STARD4	chr5	111496033	111512590	111512512	111512562	-	122.106139729197
MYT1L	chr2	1789113	2331664	1842857	1842907	-	0.0
CAV2	chr7	116287380	116508541	116289912	116289962	+	0.0
ATOX1	chr5	151742316	151772532	151758606	151758656	-	74.8872823909593
CSE1L	chr20	49046246	49096960	49090762	49090812	+	0.096070920321949
PRSS23	chr11	86791059	86952910	86800520	86800570	+	0.288212760965847
ITGAL	chr16	30472658	30523567	30474000	30474050	+	0.0
CRIM1	chr2	36355778	36551135	36356470	36356520	+	0.288212760965847
LALBA	chr12	48567684	48570066	48570016	48570066	-	0.0
TFPI	chr2	187464230	187565760	187519810	187519860	-	0.0
SPATA31D4	chr9	81928428	81934998	81928513	81928563	+	0.0
RESF1	chr12	31959370	31993107	31959407	31959457	+	238.01570509762905
IQCF1	chr3	51894876	51903353	51903285	51903335	-	0.0
SFSWAP	chr12	131711081	131799738	131711080	131711130	+	1.7292765657950802
FAM149B1	chr10	73168119	73244504	73208691	73208741	+	0.0
JADE2	chr5	134524312	134583230	134526636	134526686	+	0.288212760965847
KRTAP9-3	chr17	41232449	41233454	41232462	41232512	+	0.0
PEMT	chr17	17505563	17591708	17506273	17506323	-	0.096070920321949
CCN6	chr6	112054075	112069686	112054183	112054233	+	0.0
USP17L10	chr4	9210657	9212249	9210656	9210706	+	0.0
OR12D2	chr6	29396471	29397539	29396554	29396604	+	0.0
AK1	chr9	127866486	127877675	127873494	127873544	-	0.0
PLLP	chr16	57248547	57284672	57284637	57284687	-	9.030666510263211
PRNP	chr20	4686350	4701590	4686349	4686399	+	0.096070920321949
LINGO1	chr15	77613027	77820900	77786964	77787014	-	0.0
CLIP1	chr12	122271432	122422669	122399964	122400014	-	0.672496442253643
TRHR	chr8	109086585	109121565	109086620	109086670	+	0.0
FBXL18	chr7	5431335	5513809	5513748	5513798	-	23.0570208772678
SEMA4B	chr15	90160604	90229679	90191921	90191971	+	0.0
DSCC1	chr8	119833976	119855894	119855808	119855858	-	41.9829921806917
SFMBT1	chr3	52903572	53046750	53046018	53046068	-	6.9171062631803295
PPP1R3A	chr7	113876777	114075920	114075870	114075920	-	0.0
ASAH2	chr10	50182778	50279720	50199096	50199146	-	0.0
GPR151	chr5	146513144	146516190	146516140	146516190	-	0.0
CD300LG	chr17	43847148	43863639	43847152	43847202	+	0.0
CTSC	chr11	88265069	88359684	88337711	88337761	-	2349.51042739359
PFKL	chr21	44300051	44327376	44300066	44300116	+	153.233117913509
ESF1	chr20	13714322	13784919	13784836	13784886	-	15.659560012477698
NEK5	chr13	52033611	52129092	52129028	52129078	-	2.11356024708288
UBAP1	chr9	34179005	34252523	34179004	34179054	+	91.9879062082662
UBL3	chr13	29764371	29850617	29850634	29850684	-	13.4499288450729
RPS21	chr20	62387103	62388520	62387317	62387367	+	5.86032613963889
FOXE1	chr9	97853226	97856717	97853253	97853303	+	0.0
DSG3	chr18	31447741	31478702	31447794	31447844	+	0.0
BTAF1	chr10	91923770	92031437	91956620	91956657	+	0.480354601609745
AARS2	chr6	44298731	44313347	44313276	44313326	-	1.05678012354144
RIMKLB	chr12	8681600	8783095	8697176	8697226	+	1.2489219641853402
MSRB2	chr10	23095579	23122013	23095505	23095555	+	0.480354601609745
IRX6	chr16	55324203	55330756	55325799	55325849	+	0.0
HES6	chr2	238238267	238240662	238239991	238240041	-	117.254558252939
NR4A2	chr2	156324437	156342348	156342298	156342348	-	0.0
CLDN25	chr11	113779747	113780500	113779746	113779796	+	0.0
GOLIM4	chr3	168008689	168095924	168044831	168044881	-	0.0
GALNT14	chr2	30910467	31155202	31138005	31138055	-	0.096070920321949
NLRC5	chr16	56989485	57083531	57041407	57041457	+	0.0
HBZ	chr16	142728	154503	152686	152736	+	0.0
TUBG2	chr17	42659284	42667006	42660259	42660309	+	0.0
HADHB	chr2	26243170	26290465	26244919	26244969	+	188.971500273274
RCL1	chr9	4792944	4885917	4839768	4839818	+	0.0
CHCHD6	chr3	126704240	126960420	126935123	126935173	+	0.0
TPST2	chr22	26521996	26596717	26590113	26590163	-	88.0009630149053
GLI2	chr2	120735623	120992653	120735622	120735672	+	0.288212760965847
INHBC	chr12	57434784	57452062	57434759	57434809	+	0.0
ALKBH2	chr12	109088188	109093631	109093438	109093488	-	20.4631060285751
KAT8	chr16	31114489	31131393	31115753	31115803	+	0.0
OTOR	chr20	16748358	16770062	16749373	16749423	+	0.0
TYMP	chr22	50525752	50530032	50529982	50530032	-	0.096070920321949
PAG1	chr8	80967810	81112068	80975730	80975780	-	0.0
PDE7A	chr8	65714334	65842322	65842038	65842088	-	16.7163401360191
DUSP6	chr12	89347235	89352501	89352447	89352497	-	35.45016959879921
MAP6D1	chr3	183815922	183825594	183825544	183825594	-	0.480354601609745
OR10A7	chr12	55221025	55221975	55221024	55221074	+	0.0
NOL4L	chr20	32443059	32585333	32483447	32483497	-	3.17034037062432
HTR1F	chr3	87792706	87993839	87990695	87990745	+	0.0
GIP	chr17	48958554	48968596	48968546	48968596	-	0.0
PNISR	chr6	99397629	99425331	99425258	99425308	-	1556.4449801359
MTHFD2	chr2	74186172	74217565	74198609	74198659	+	289.41364746987097
MVD	chr16	88651935	88663161	88663087	88663137	-	210.683528266034
QRICH2	chr17	76274049	76308276	76291202	76291252	-	0.096070920321949
JMJD8	chr16	681670	684528	683056	683106	-	0.096070920321949
HACD1	chr10	17589032	17617374	17617327	17617377	-	4.80354601609745
VSTM2L	chr20	37903111	37945350	37903141	37903191	+	0.0
NCOR1	chr17	16029157	16218185	16040609	16040659	-	0.0
UNC50	chr2	98608579	98618515	98616396	98616446	+	0.288212760965847
OR5AK2	chr11	56988914	56989843	56988871	56988921	+	0.0
IL10RB	chr21	33266367	33310187	33266381	33266431	+	8.83852466961931
PLEKHH2	chr2	43637260	43767987	43637299	43637349	+	20.4631060285751
RIMBP2	chr12	130396133	130768228	130716231	130716281	-	0.0
DGKG	chr3	186105668	186362234	186242587	186242637	-	0.096070920321949
DEFA5	chr8	7055160	7056595	7056684	7056734	-	0.0
SPDYE17	chr7	77022306	77032361	77030522	77030572	-	0.0
DDX21	chr10	68956135	68985068	68956127	68956177	+	305.025172022188
ALDH1A1	chr9	72900671	73080442	73038672	73038722	-	0.0
IL1RL1	chr2	102311502	102352037	102311567	102311617	+	0.0
NOSTRIN	chr2	168786539	168865514	168798150	168798200	+	0.0
CTSZ	chr20	58985686	59008238	59007197	59007247	-	1.53713472515118
LANCL1	chr2	210431249	210477652	210476717	210476767	-	68.0182115879399
CMTR1	chr6	37433219	37482827	37433218	37433268	+	142.761387598416
TUBGCP5	chr15	23036897	23039673	23039522	23039572	-	86.5598992100761
TPGS2	chr18	36777647	36829216	36828986	36829036	-	208.666038939273
TRDN	chr6	123216339	123637093	123530515	123530565	-	10.5678012354144
TGIF2-RAB5IF	chr20	36574553	36612384	36574552	36574602	+	19.790609586321494
SLC12A5	chr20	46021690	46060150	46021689	46021739	+	0.96070920321949
KLRK1	chr12	10372353	10391874	10382132	10382182	-	0.0
PHLPP1	chr18	62715541	62980433	62715449	62715499	+	4.32319141448771
CCDC121	chr2	27625638	27629012	27628962	27629012	-	4.32319141448771
HIRA	chr22	19330698	19447450	19430213	19430263	-	0.0
PPP1R35	chr7	100435282	100436497	100436423	100436473	-	32.2798292281749
HOXD4	chr2	176151550	176153226	176151221	176151271	+	0.0
SPDYE9	chr7	73075972	73086038	73082045	73082095	-	0.0
DTWD1	chr15	49621037	49656232	49621036	49621086	+	148.525642817733
GTF3A	chr13	27424619	27435823	27424637	27424687	+	67.3457151456863
DAZAP2	chr12	51238724	51271362	51238823	51238873	+	271.160172608701
CEP44	chr4	174283730	174333380	174299069	174299119	+	0.096070920321949
FAXDC2	chr5	154818492	154859252	154850563	154850613	-	31.799474626565104
KCNC2	chr12	75040077	75209839	75209681	75209731	-	0.0
RWDD2A	chr6	83193357	83198935	83193378	83193428	+	9.414950191551
G6PC2	chr2	168901291	168910000	168901292	168901342	+	0.0
PNPLA7	chr9	137459952	137550402	137464770	137464820	-	0.0
KRTAP19-2	chr21	30487043	30487436	30487386	30487436	-	0.0
TSPEAR	chr21	44497893	44711572	44711530	44711580	-	0.96070920321949
SMIM19	chr8	42541155	42555195	42541612	42541662	+	30.838765423345603
KCNE2	chr21	34364006	34371381	34364023	34364073	+	0.0
DGKI	chr7	137381037	137847092	137847042	137847092	-	0.0
AKAP1	chr17	57085092	57121346	57085713	57085763	+	0.0
RASSF9	chr12	85800703	85836409	85836520	85836570	-	0.288212760965847
CHST2	chr3	143119771	143124014	143119330	143119380	+	0.0
TLCD3B	chr16	30024427	30052978	30052928	30052978	-	0.288212760965847
UQCRC1	chr3	48599002	48610976	48609586	48609636	-	807.187872545016
GDF6	chr8	96142333	96160806	96160669	96160719	-	0.0
OMD	chr9	92412380	92424471	92424411	92424461	-	0.0
PBX2	chr6	32184733	32190202	32189892	32189942	-	1.2489219641853402
TAF5	chr10	103367966	103389065	103367966	103368016	+	37.5637298458821
SNRPB	chr20	2461634	2470853	2470769	2470819	-	196.945386659996
TRIM23	chr5	65589690	65625975	65625925	65625975	-	0.0
FBLL1	chr5	168529305	168530634	168529115	168529165	+	0.0
ZNF26	chr12	132986365	133032952	133026551	133026601	+	0.0
GUSB	chr7	65960684	65982215	65967858	65967908	-	0.0
GFRAL	chr6	55327469	55402493	55327468	55327518	+	0.0
BRICD5	chr16	2209253	2210905	2210855	2210905	-	0.480354601609745
SREK1IP1	chr5	64718148	64768691	64768599	64768649	-	175.80978418916698
KRTAP19-1	chr21	30479706	30480367	30480294	30480344	-	0.0
SLC2A12	chr6	133987581	134052624	134052586	134052636	-	17.292765657950802
DPP4	chr2	161992245	162074394	162074492	162074542	-	5.668184298994991
CARD18	chr11	105137714	105531697	105139719	105139726	-	0.0
CCN3	chr8	119416446	119424434	119416449	119416499	+	0.096070920321949
JAZF1	chr7	27830573	28180795	28071634	28071684	-	0.0
MDM1	chr12	68272443	68332381	68332236	68332286	-	12.5852905621753
TASP1	chr20	13389392	13638932	13638893	13638940	-	94.9180692780856
BCL2L14	chr12	12049844	12211084	12049863	12049913	+	0.0
SLBP	chr4	1692731	1712344	1712294	1712344	-	18.0613330205264
LIPJ	chr10	88586753	88606976	88586761	88586811	+	0.0
UPK2	chr11	118925164	118958559	118956315	118956365	+	0.0
LARS2	chr3	45388561	45554726	45388560	45388610	+	325.296136210119
COQ5	chr12	120503279	120534434	120529132	120529182	-	87.6166793336175
GSTK1	chr7	143244093	143270854	143263440	143263490	+	86.31972190927121
LDHC	chr11	18412318	18452063	18412306	18412356	+	1.53713472515118
PTH2R	chr2	208359714	208854503	208489085	208489135	+	0.0
AIG1	chr6	143060496	143341058	143060495	143060545	+	1.05678012354144
KLHDC8B	chr3	49171598	49176486	49172712	49172762	+	0.0
PCDHB5	chr5	141135206	141138615	141135217	141135267	+	34.10517671429189
PTER	chr10	16436943	16513745	16436983	16437033	+	54.28006998190121
CTR9	chr11	10751246	10801625	10750986	10751036	+	7.87781546639982
VKORC1	chr16	31090842	31095980	31093561	31093611	-	0.0
GPR35	chr2	240605430	240633159	240627432	240627482	+	0.0
ENTPD8	chr9	137434364	137441816	137441766	137441816	-	0.0
SNTN	chr3	63652675	63679020	63652697	63652747	+	0.0
IL26	chr12	68201349	68225810	68225771	68225821	-	0.0
SGCB	chr4	52020706	52038299	52038226	52038245	-	0.0
HRH2	chr5	175658030	175710756	175658029	175658079	+	1.05678012354144
FAM166B	chr9	35561831	35563899	35563849	35563899	-	0.0
KCNK5	chr6	39188971	39229475	39229400	39229450	-	0.480354601609745
AK6	chr5	69350984	69370013	69369492	69369542	-	307.13873226927103
PLA2G1B	chr12	120322115	120327779	120327729	120327779	-	0.0
KRT6A	chr12	52487176	52493257	52491575	52491625	-	0.0
TLL1	chr4	165873237	166104457	165873257	165873307	+	0.0
PRDM14	chr8	70051651	70071693	70071643	70071693	-	0.096070920321949
SLCO1A2	chr12	21264600	21419594	21403607	21403657	-	0.0
BTN3A2	chr6	26365159	26378320	26365169	26365217	+	13.161716084107
TAAR8	chr6	132552693	132553721	132552692	132552742	+	0.0
BNC1	chr15	83255884	83284664	83284664	83284714	-	0.0
PPM1H	chr12	62643994	62935150	62840178	62840228	-	0.0
SVOPL	chr7	138594285	138701362	138663521	138663571	-	0.0
PSMC3IP	chr17	42572310	42577831	42577647	42577697	-	74.35889232918849
MEGF9	chr9	120600811	120714470	120714420	120714470	-	0.0
CEP43	chr6	166999317	167094789	166999316	166999366	+	21.9041698334044
DYRK2	chr12	67648338	67665406	67648777	67648827	+	1.53713472515118
SCLT1	chr4	128864921	129093600	129093362	129093412	-	3.17034037062432
TENM2	chr5	167284799	168264157	167754935	167754985	+	0.0
LMBR1	chr7	156668946	156893216	156763127	156763177	-	0.096070920321949
PLPP1	chr5	55424854	55534969	55534919	55534969	-	93.57307639357842
ANKRD29	chr18	23598926	23662911	23662835	23662885	-	6.43675166157058
RGL2	chr6	33269579	33277249	33297336	33297386	-	0.0
CCND2	chr12	4269771	4305353	4273771	4273821	+	113.075473218934
CCDC137	chr17	81666737	81673904	81667768	81667818	+	0.96070920321949
YPEL5	chr2	30146941	30160533	30147951	30148001	+	0.672496442253643
GANC	chr15	42273201	42353666	42344694	42344744	+	0.0
C3orf14	chr3	62319015	62336213	62319720	62319770	+	0.0
AAR2	chr20	36236131	36270918	36236458	36236503	+	38.2362262881357
SLC9A3	chr5	470456	524449	524280	524330	-	0.0
CDH15	chr16	89171748	89195492	89171766	89171816	+	0.096070920321949
EEPD1	chr7	36153254	36301538	36297143	36297177	+	0.0
P2RY6	chr11	73264498	73305103	73264504	73264554	+	0.096070920321949
DEPP1	chr10	44970981	44978809	44978760	44978810	-	1.53713472515118
SNTB2	chr16	69187147	69309052	69187584	69187634	+	0.096070920321949
DHFR	chr5	80626226	80654983	80654051	80654101	-	0.0
ANKHD1-EIF4EBP3	chr5	140401908	140549569	140401907	140401957	+	0.0
LRRTM4	chr2	76747685	77593319	77522326	77522376	-	2.6899857690145703
LMNTD2	chr11	554854	560793	556370	556420	-	0.0
NPAS4	chr11	66421004	66426707	66421003	66421053	+	0.096070920321949
CCL13	chr17	34356480	34358610	34357484	34357534	+	0.0
NUDT6	chr4	122888697	122922968	122922556	122922606	-	17.292765657950802
APOL5	chr22	35717872	35729483	35717871	35717921	+	0.0
ZNF517	chr8	144798876	144811169	144802887	144802937	+	0.0
TRMO	chr9	97904489	97922500	97922466	97922516	-	11.6245813589558
NPM3	chr10	101781325	101783413	101783363	101783413	-	30.838765423345603
WDR41	chr5	77425970	77620611	77492457	77492507	-	15.8517018531216
IKZF5	chr10	122990807	123008812	123008767	123008817	-	19.790609586321494
GLIS2	chr16	4314761	4339597	4314760	4314810	+	0.0
RNF14	chr5	141958328	141990292	141969103	141969153	+	74.5510341698324
NPHP1	chr2	110122311	110205066	110204967	110205017	-	10.1835175541266
LPP	chr3	188153284	188890671	188569030	188569080	+	0.0
GSN	chr9	121207794	121332843	121326581	121326631	+	0.096070920321949
DCLRE1A	chr10	113834725	113854383	113854353	113854383	-	22.2884535146922
PPP1R16A	chr8	144477969	144502121	144477968	144478018	+	42.4633467823015
OBI1	chr13	78614289	78659155	78659129	78659179	-	162.936280866026
NEK10	chr3	27106484	27369460	27216425	27216475	-	0.0
TCAIM	chr3	44338119	44409451	44338451	44338501	+	3.4585531315901603
ST3GAL2	chr16	70375977	70439237	70439038	70439088	-	1.92141840643898
RUSF1	chr16	31489471	31509309	31508363	31508413	-	20.4631060285751
LMO1	chr11	8224309	8268716	8268666	8268716	-	0.0
SASH1	chr6	148272304	148552044	148440357	148440407	+	0.288212760965847
LZTS1	chr8	20246165	20303963	20255131	20255181	-	0.0
GRIK1	chr21	29536933	29940033	29939624	29939674	-	0.0
HAT1	chr2	171922448	171983686	171922447	171922497	+	134.83553667185498
GYPC	chr2	126656133	126696667	126656141	126656191	+	36.0265951207309
TMEM37	chr2	119429901	119438504	119431868	119431918	+	0.096070920321949
SLC25A30	chr13	45393316	45418455	45402307	45402357	-	0.0
GPRC5B	chr16	19856691	19886167	19884854	19884904	-	175.329429587557
SYNGR3	chr16	1989660	1994275	1989944	1989994	+	4.32319141448771
UBALD1	chr16	4608883	4615027	4614977	4615027	-	2.30570208772678
PIK3CA	chr3	179148114	179240093	179148113	179148163	+	10.1835175541266
TRAM1L1	chr4	117083554	117085576	117085526	117085576	-	20.4631060285751
RPL19	chr17	39200283	39204840	39200282	39200332	+	118.743657517929
HLA-DOA	chr6	33157934	33163367	33007353	33007384	-	0.0
KLHL41	chr2	169509702	169526258	169514261	169514311	+	0.0
