gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
SDC1	chr2	20200797	20225433	-	20224230	20224280	0.480535524165267	0.6075288626873004	gex>0	24637	20213115	20224255
SNX24	chr5	122843439	123029354	+	122845604	122845654	2.59489183049244	0.6914455907639401	gex>0	185916	122936396	122845629
OBI1	chr13	78614289	78659155	-	78659129	78659179	100.095549683625	0.9062269712601326	gex>0	44867	78636722	78659154
CNP	chr17	41966763	41977740	+	41966762	41966844	13.4549946766275	0.7769896831245394	gex>0	10978	41972251	41966803
CIT	chr12	119685791	119877320	-	119877248	119877291	15.0888154587894	0.7833456153279292	gex>0	191530	119781555	119877269
MIER3	chr5	56919602	56971675	-	56952093	56952125	184.237319964963	0.9400945713583886	gex>0	52074	56945638	56952109
CALM3	chr19	46601074	46610782	+	46601329	46601379	548.963782806401	0.9812085482682388	gex>0	9709	46605928	46601354
CCDC148	chr2	158171073	158456753	-	158456703	158456753	1.05717815316359	0.6474453451240482	gex>0	285681	158313913	158456728
CCDC113	chr16	58231157	58283836	+	58249935	58250001	9.03406785430701	0.754267993122083	gex>0	52680	58257496	58249968
KBTBD4	chr11	47572197	47578976	-	47578932	47579015	157.51954482137398	0.9313743551952836	gex>0	6780	47575586	47578973
ZNF416	chr19	57571566	57578911	-	57578877	57578927	19.029206756944603	0.7976541390321789	gex>0	7346	57575238	57578902
EBPL	chr13	49660674	49691486	-	49691425	49691475	131.71478717370002	0.9220093343158928	gex>0	30813	49676080	49691450
LTO1	chr11	69653076	69675416	-	69675366	69675416	1.05717815316359	0.6474453451240482	gex>0	22341	69664246	69675391
CSGALNACT2	chr10	43138445	43185302	+	43138485	43138535	25.18006146626	0.8138970768852861	gex>0	46858	43161873	43138510
DDN	chr12	48995149	48999375	-	48999259	48999309	0.480535524165267	0.6075288626873004	gex>0	4227	48997262	48999284
KIF18A	chr11	28020619	28108156	-	28088530	28088580	0.480535524165267	0.6075288626873004	gex>0	87538	28064387	28088555
HASPIN	chr17	3723903	3726699	+	3723902	3723952	4.03649840298824	0.7126934414148858	gex>0	2797	3725301	3723927
POM121	chr7	72879349	72951440	+	72879364	72879414	15.0888154587894	0.7833456153279292	gex>0	72092	72915394	72879389
G6PC3	chr17	44070735	44076344	+	44074733	44074770	0.480535524165267	0.6075288626873004	gex>0	5610	44073539	44074751
XAF1	chr17	6755447	6775647	+	6756045	6756097	951.556444952061	0.9903586342422008	gex>0	20201	6765547	6756071
BAZ1B	chr7	73440406	73522293	-	73522228	73522278	52.282265029181005	0.8616433308769345	gex>0	81888	73481349	73522253
TAF15	chr17	35809455	35864615	+	35844934	35844984	21.1435630632717	0.8037337263571604	gex>0	55161	35837035	35844959
PIK3CG	chr7	106865278	106908980	+	106865295	106865345	55.0693710693395	0.8655735691476296	gex>0	43703	106887129	106865320
STT3B	chr3	31532638	31637616	+	31533624	31533674	0.480535524165267	0.6075288626873004	gex>0	104979	31585127	31533649
CD9	chr12	6199715	6238271	+	6200384	6200434	61.6046541979872	0.8722672562024073	gex>0	38557	6218993	6200409
THTPA	chr14	23555988	23560271	+	23555987	23556056	3.07542735465771	0.7000736919675755	gex>0	4284	23558129	23556021
SLC35A1	chr6	87470623	87512336	+	87472976	87473019	21.5279914826039	0.8045013510194056	gex>0	41714	87491479	87472997
ZHX2	chr8	122781655	122974510	+	122781393	122781443	1.63382078216191	0.6671579464505035	gex>0	192856	122878082	122781418
MDM2	chr12	68808177	68845544	+	68809211	68809276	4.51703392715351	0.7182510439695406	gex>0	37368	68826860	68809243
ZNF585B	chr19	37181579	37218153	-	37210499	37210549	28.447703030583803	0.8215733235077377	gex>0	36575	37199866	37210524
FUZ	chr19	49806866	49817376	-	49813223	49813273	18.6447783376123	0.7962417096536477	gex>0	10511	49812121	49813248
TRMT1	chr19	13104902	13117567	-	13116699	13116749	44.2573217756211	0.8506509457135839	gex>0	12666	13111234	13116724
CHORDC1	chr11	90200429	90223077	-	90223022	90223077	304.515361663529	0.9630004912797838	gex>0	22649	90211753	90223049
GARRE1	chr19	34254552	34355566	+	34254551	34254601	19.5097422811098	0.7990358634242201	gex>0	101015	34305059	34254576
ZNF500	chr16	4748239	4767624	-	4767166	4767218	8.16910391080953	0.749048145418816	gex>0	19386	4757931	4767192
ACOT13	chr6	24667035	24705065	+	24667034	24667084	356.076823406463	0.968987963645296	gex>0	38031	24686050	24667059
SNN	chr16	11668455	11679152	+	11668413	11668463	30.177630917578696	0.8251043969540653	gex>0	10698	11673803	11668438
EARS2	chr16	23520754	23557731	-	23557004	23557054	18.6447783376123	0.7962417096536477	gex>0	36978	23539242	23557029
BCDIN3D	chr12	49836043	49843106	-	49843079	49843129	62.3735110366516	0.8733419307295505	gex>0	7064	49839574	49843104
H2AC6	chr6	26124145	26139116	+	26124202	26124252	2.1143563063271698	0.680545320560059	gex>0	14972	26131630	26124227
KREMEN2	chr16	2964216	2968383	+	2964274	2964324	75.4440772939469	0.8871898796364529	gex>0	4168	2966299	2964299
DHCR7	chr11	71428193	71452868	-	71448337	71448393	360.978285752948	0.9694178334561532	gex>0	24676	71440530	71448365
OAS3	chr12	112938051	112976460	+	112938545	112938595	13.0705662572953	0.7752702038811103	gex>0	38410	112957255	112938570
ABCD2	chr12	39550033	39619803	-	39619701	39619751	6.63139023348068	0.7379943502824858	gex>0	69771	39584918	39619726
ZFP36L2	chr2	43222402	43226606	-	43226559	43226609	67.2749733831373	0.8791451731761238	gex>0	4205	43224504	43226584
MCM3	chr6	52264014	52284881	-	52284701	52284751	775.968764422072	0.9880864652419552	gex>0	20868	52274447	52284726
NUP88	chr17	5360963	5419676	-	5387862	5387912	0.480535524165267	0.6075288626873004	gex>0	58714	5390319	5387887
TTL	chr2	112482156	112541739	+	112482153	112482203	0.480535524165267	0.6075288626873004	gex>0	59584	112511947	112482178
IDH3B	chr20	2658395	2664219	-	2664169	2664219	426.235009934591	0.9743306312945222	gex>0	5825	2661307	2664194
FYCO1	chr3	45917903	45995824	-	45995774	45995824	26.813882248421898	0.8179808400884304	gex>0	77922	45956863	45995799
RAB35	chr12	120095099	120117502	-	120116717	120116767	62.08518972215239	0.8728813559322034	gex>0	22404	120106300	120116742
CAPS2	chr12	75275979	75390928	-	75390878	75390928	15.0888154587894	0.7833456153279292	gex>0	114950	75333453	75390903
NOPCHAP1	chr12	104986316	105074197	+	104986309	104986359	516.864009792161	0.979765413903218	gex>0	87882	105030256	104986334
PDXK	chr21	43719094	43762307	+	43719175	43719225	14.3199586201249	0.7798759518545811	gex>0	43214	43740700	43719200
ZBTB43	chr9	126805006	126838210	+	126836219	126836269	1.05717815316359	0.6474453451240482	gex>0	33205	126821608	126836244
TNFRSF10D	chr8	23135588	23164027	-	23163980	23164030	225.85169635767505	0.950012281994596	gex>0	28440	23149807	23164005
SEPTIN10	chr2	109542799	109614143	-	109613887	109613937	18.068135708614	0.7941537705723409	gex>0	71345	109578471	109613912
AP1S3	chr2	223751686	223838027	-	223837552	223837602	30.177630917578696	0.8251043969540653	gex>0	86342	223794856	223837577
PEX6	chr6	42963865	42979181	-	42979170	42979220	16.145993611953003	0.7876136084500123	gex>0	15317	42971523	42979195
IFNAR2	chr21	33205282	33265675	+	33230181	33230216	0.480535524165267	0.6075288626873004	gex>0	60394	33235478	33230198
INTS4	chr11	77878720	77994671	-	77994628	77994678	318.546998969155	0.964904200442152	gex>0	115952	77936695	77994653
NUSAP1	chr15	41320794	41381050	+	41332854	41332904	1220.07969585561	0.9933063129452224	gex>0	60257	41350922	41332879
MSRB1	chr16	1938229	1943199	-	1943149	1943199	127.726342323128	0.9202898550724636	gex>0	4971	1940714	1943174
BYSL	chr6	41921499	41933046	+	41921549	41921599	7.400247072145111	0.7441660525669369	gex>0	11548	41927272	41921574
ZDHHC14	chr6	157381133	157678157	+	157542584	157542634	0.480535524165267	0.6075288626873004	gex>0	297025	157529645	157542609
DENND5A	chr11	9138825	9265959	-	9265340	9265390	45.3144999287846	0.8524932449029723	gex>0	127135	9202392	9265365
WDR62	chr19	36054649	36105108	+	36054880	36054930	9.03406785430701	0.754267993122083	gex>0	50460	36079878	36054905
KLRF2	chr12	9881489	9895833	+	9881488	9881538	1.63382078216191	0.6671579464505035	gex>0	14345	9888661	9881513
PNKD	chr2	218269651	218346793	+	218270484	218270534	22.7773838454336	0.8078481945467944	gex>0	77143	218308222	218270509
EYA1	chr8	71197433	71592025	-	71356639	71356689	0.480535524165267	0.6075288626873004	gex>0	394593	71394729	71356664
MRPL14	chr6	44113451	44127452	-	44127407	44127457	77.558433600274	0.8888479489069024	gex>0	14002	44120451	44127432
C12orf60	chr12	14803666	14906586	+	14803665	14803715	12.59003073313	0.7732743797592729	gex>0	102921	14855126	14803690
BICRAL	chr6	42746958	42868558	+	42782026	42782076	8.16910391080953	0.749048145418816	gex>0	121601	42807758	42782051
CFAP418	chr8	95244913	95269201	-	95269151	95269201	0.480535524165267	0.6075288626873004	gex>0	24289	95257057	95269176
LRCH4	chr7	100574011	100586129	-	100576901	100576943	1.05717815316359	0.6474453451240482	gex>0	12119	100580070	100576922
STXBP6	chr14	24809454	25050147	-	25050014	25050064	15.0888154587894	0.7833456153279292	gex>0	240694	24929800	25050039
UFM1	chr13	38349849	38363619	+	38349848	38349898	3750.09923058574	0.998894620486367	gex>0	13771	38356734	38349873
C5orf22	chr5	31532287	31555053	+	31532265	31532336	113.934972779585	0.9137496929501352	gex>0	22767	31543670	31532300
PDLIM1	chr10	95237572	95291012	-	95290974	95291024	572.798344804998	0.9821911078359126	gex>0	53441	95264292	95290999
CSTF1	chr20	56392371	56406362	+	56392370	56392420	153.002510894221	0.9296855809383444	gex>0	13992	56399366	56392395
CENPX	chr17	82018702	82024107	-	82022842	82022918	481.881023632929	0.9777695897813804	gex>0	5406	82021404	82022880
CCDC93	chr2	117915478	118014133	-	118014083	118014133	0.480535524165267	0.6075288626873004	gex>0	98656	117964805	118014108
SLC4A1AP	chr2	27663471	27694976	+	27663470	27663520	0.480535524165267	0.6075288626873004	gex>0	31506	27679223	27663495
PCBP1	chr2	70087477	70089203	+	70087453	70087503	620.371361697359	0.9839105870793416	gex>0	1727	70088340	70087478
ABHD2	chr15	89087459	89202355	+	89088429	89088479	108.889349775849	0.9113239990174404	gex>0	114897	89144907	89088454
CEP97	chr3	101724593	101770562	+	101727469	101727519	0.480535524165267	0.6075288626873004	gex>0	45970	101747577	101727494
FECH	chr18	57544377	57586732	-	57586722	57586772	23.546240684098105	0.8100589535740604	gex>0	42356	57565554	57586747
MRPS18B	chr6	30607946	30616632	+	30617842	30617892	76.4051483422774	0.8879575042986981	gex>0	8687	30612289	30617867
YTHDF1	chr20	63195429	63216139	-	63216089	63216139	4.90146234648572	0.7233787767133383	gex>0	20711	63205784	63216114
MYH9	chr22	36281280	36388010	-	36387968	36388018	210.52261313680305	0.9470953082780644	gex>0	106731	36334645	36387993
UBE3B	chr12	109477402	109536705	+	109477627	109477677	51.9939437146818	0.8611520510930976	gex>0	59304	109507053	109477652
CCDC6	chr10	59788747	59906556	-	59812678	59812728	0.480535524165267	0.6075288626873004	gex>0	117810	59847651	59812703
BTG1	chr12	92140278	92145846	-	92145847	92145897	72.4647570441222	0.8847334807172685	gex>0	5569	92143062	92145872
VPS13C	chr15	61852389	62060473	-	62060398	62060448	62.08518972215239	0.8728813559322034	gex>0	208085	61956431	62060423
UQCRC2	chr16	21953288	21983660	+	21953370	21953420	171.11870015525102	0.935611643330877	gex>0	30373	21968474	21953395
ABCC4	chr13	95019835	95301475	-	95301396	95301446	22.296848321268396	0.8067428150331614	gex>0	281641	95160655	95301421
ADCK5	chr8	144373101	144393242	+	144374041	144374091	45.3144999287846	0.8524932449029723	gex>0	20142	144383171	144374066
TRIM25	chr17	56836387	56914080	-	56891476	56891526	9.41849627363922	0.7568779169737165	gex>0	77694	56875233	56891501
ZNF598	chr16	1997654	2009821	-	2009745	2009823	5.38199787065099	0.7278002947678703	gex>0	12168	2003737	2009784
RRP7A	chr22	42508344	42519796	-	42519752	42519802	102.354066647202	0.907762220584623	gex>0	11453	42514070	42519777
TCF7	chr5	134114681	134151865	+	134115955	134116005	2.1143563063271698	0.680545320560059	gex>0	37185	134133273	134115980
RCC1L	chr7	75027122	75074228	-	75073831	75073881	129.840698629455	0.921364529599607	gex>0	47107	75050675	75073856
RBM47	chr4	40423267	40630875	-	40630795	40630875	70.254293632962	0.8825841316629821	gex>0	207609	40527071	40630835
HSF2BP	chr21	43529186	43659488	-	43659443	43659493	1.05717815316359	0.6474453451240482	gex>0	130303	43594337	43659468
NAA15	chr4	139301505	139420033	+	139386167	139386217	2.1143563063271698	0.680545320560059	gex>0	118529	139360769	139386192
ARID3B	chr15	74541206	74598131	+	74541205	74541255	32.484201433572004	0.830385654630312	gex>0	56926	74569668	74541230
HMGXB4	chr22	35257452	35295807	+	35257451	35257501	26.813882248421898	0.8179808400884304	gex>0	38356	35276629	35257476
UGDH	chr4	39498755	39528311	-	39527548	39527598	254.01107807376	0.9554163596168016	gex>0	29557	39513533	39527573
COIL	chr17	56938199	56961050	-	56961004	56961054	52.5705863436802	0.8622574306067305	gex>0	22852	56949624	56961029
ATP5MK	chr10	103389041	103396492	-	103396416	103396466	158.865044289037	0.9316199950872022	gex>0	7452	103392766	103396441
TUBG1	chr17	42609641	42615238	+	42609685	42609735	280.34442479801703	0.959653647752395	gex>0	5598	42612439	42609710
MARK3	chr14	103385377	103503831	+	103385391	103385441	18.6447783376123	0.7962417096536477	gex>0	118455	103444604	103385416
ZNF254	chr19	24033405	24129968	+	24087159	24087209	6.63139023348068	0.7379943502824858	gex>0	96564	24081686	24087184
MRPS10	chr6	42206807	42217861	-	42217815	42217865	153.771367732885	0.9299926308032423	gex>0	11055	42212334	42217840
MMP13	chr11	102942995	102955732	-	102955684	102955734	0.480535524165267	0.6075288626873004	gex>0	12738	102949363	102955709
ZNF878	chr19	12043805	12052961	-	12052889	12052939	3.07542735465771	0.7000736919675755	gex>0	9157	12048383	12052914
ACY1	chr3	51983340	51989197	+	51983461	51983511	72.17643572962301	0.8842729059199214	gex>0	5858	51986268	51983486
TRIAP1	chr12	120443964	120446384	-	120446362	120446412	738.5831006420151	0.9873495455662	gex>0	2421	120445174	120446387
NR2C2	chr3	14947583	15053600	+	14948631	14948681	3.5559628788229705	0.706951608941292	gex>0	106018	15000591	14948656
UAP1L1	chr9	137077517	137084539	+	137078140	137078190	2.1143563063271698	0.680545320560059	gex>0	7023	137081028	137078165
COMMD3-BMI1	chr10	22316388	22329542	+	22316387	22316437	809.798465323307	0.9888233849177106	gex>0	13155	22322965	22316412
ZDHHC16	chr10	97446170	97457370	+	97455716	97455766	0.480535524165267	0.6075288626873004	gex>0	11201	97451770	97455741
DECR1	chr8	90001405	90053633	+	90001445	90001495	146.707495527656	0.9275976418570376	gex>0	52229	90027519	90001470
UBE3D	chr6	82892390	83065841	-	83065791	83065841	31.907558804573696	0.8290039302382707	gex>0	173452	82979115	83065816
SLC39A11	chr17	72645949	73092712	-	73092662	73092712	218.403395733114	0.9486612625890444	gex>0	446764	72869330	73092687
MTX3	chr5	79976716	79991262	-	79991212	79991262	6.63139023348068	0.7379943502824858	gex>0	14547	79983989	79991237
ZNF324	chr19	58467056	58475436	+	58467044	58467105	7.400247072145111	0.7441660525669369	gex>0	8381	58471246	58467074
TSC1	chr9	132891348	132946874	-	132944583	132944633	40.4610911347154	0.8442643085237043	gex>0	55527	132919111	132944608
POM121C	chr7	75416786	75486299	-	75437514	75437553	0.480535524165267	0.6075288626873004	gex>0	69514	75451542	75437533
ERICH5	chr8	98064522	98093610	+	98064521	98064571	15.4732438781216	0.7847887496929501	gex>0	29089	98079066	98064546
TEX264	chr3	51662693	51704323	+	51671231	51671281	137.817588330598	0.9244350282485876	gex>0	41631	51683508	51671256
GPRIN1	chr5	176595802	176610156	-	176610083	176610133	1.05717815316359	0.6474453451240482	gex>0	14355	176602979	176610108
GABPB1	chr15	50275389	50355408	-	50355103	50355153	128.206877847293	0.920566199950872	gex>0	80020	50315398	50355128
ADARB2	chr10	1177313	1737525	-	1240480	1737476	11.3406383703003	0.767563252272169	gex>0	560213	1457419	1488978
ISY1	chr3	129127415	129161063	-	129160998	129161048	10.5717815316359	0.7635101940555146	gex>0	33649	129144239	129161023
BIRC3	chr11	102317450	102339403	+	102317449	102317499	2891.95889153141	0.99840334070253	gex>0	21954	102328426	102317474
GOLGA8A	chr15	34379068	34437808	-	34437416	34437466	9.41849627363922	0.7568779169737165	gex>0	58741	34408438	34437441
STRADB	chr2	201387858	201480846	+	201451733	201451783	2.59489183049244	0.6914455907639401	gex>0	92989	201434352	201451758
NANS	chr9	98056732	98083077	+	98056738	98056788	9.03406785430701	0.754267993122083	gex>0	26346	98069904	98056763
RIF1	chr2	151409883	151508013	+	151409885	151409935	128.206877847293	0.920566199950872	gex>0	98131	151458948	151409910
ZNF681	chr19	23739195	23758891	-	23758841	23758891	1.05717815316359	0.6474453451240482	gex>0	19697	23749043	23758866
ABI3	chr17	49210411	49223225	+	49219562	49219612	1.63382078216191	0.6671579464505035	gex>0	12815	49216818	49219587
SEC61G	chr7	54752250	54759974	-	54759191	54759246	282.314620447094	0.960114222549742	gex>0	7725	54756112	54759218
BHLHE41	chr12	26120030	26125037	-	26124849	26124899	6.63139023348068	0.7379943502824858	gex>0	5008	26122533	26124874
LHX2	chr9	124001670	124033301	+	124015396	124015446	1.63382078216191	0.6671579464505035	gex>0	31632	124017485	124015421
DTNBP1	chr6	15522807	15663058	-	15662970	15663030	100.624138760207	0.9065647261115204	gex>0	140252	15592932	15663000
KCTD7	chr7	66628881	66649067	+	66628942	66628992	4.90146234648572	0.7233787767133383	gex>0	20187	66638974	66628967
UMPS	chr3	124730433	124749273	+	124738130	124738180	0.480535524165267	0.6075288626873004	gex>0	18841	124739853	124738155
PEDS1	chr20	50118254	50153734	-	50153684	50153734	39.692234296051005	0.8430975190370916	gex>0	35481	50135994	50153709
SIAH2	chr3	150741125	150763477	-	150763427	150763477	4.03649840298824	0.7126934414148858	gex>0	22353	150752301	150763452
RXYLT1	chr12	63779833	63809792	+	63779841	63779891	33.8297009012348	0.8331183984279047	gex>0	29960	63794812	63779866
RPL35	chr9	124857880	124861981	-	124861931	124861981	1591.53365603536	0.9955170719724884	gex>0	4102	124859930	124861956
RAD51D	chr17	35092221	35121522	-	35119763	35119813	7.88078259631037	0.7467759764185704	gex>0	29302	35106871	35119788
NUDT7	chr16	77722492	77742260	+	77722491	77722541	3.07542735465771	0.7000736919675755	gex>0	19769	77732376	77722516
DYNLL2	chr17	58083419	58095542	+	58083414	58083464	74.5791133504494	0.8863608450012282	gex>0	12124	58089480	58083439
