gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
TMEM52	chr1	1917590	1919279	1919223	1919273	-		0.11062124	0.15660827	0.8000853	0.66739595	-0.09069695	0.020234419	-0.08124877	0.030982906	0.08811742	0.35619318	0.33735076	0.50681627	-0.12653463	0.2836704	-0.2921085	0.052972563	-0.25695193	0.3387514	-0.53698564	0.06449861	0.15201114	0.48971465	0.052437317	0.33717605	-0.5594215	0.22513622	-0.68213207	0.18465376
SRP9	chr1	225777813	225790468	225777828	225777878	+		0.00020005868	0.027851384	0.09162363	0.143168	1.0167933	3.8227239	0.27303192	0.8185095	2.7737386	9.095208	2.3010812	2.725709	-0.22151236	0.12840366	-0.29268688	0.111825936	1.8016101	2.6855297	-0.5514535	0.07459459	0.63397616	1.4278154	1.1141069	1.0882087	-0.3502514	0.41252995	-0.79978985	0.07623114
MIIP	chr1	12019466	12032045	12031126	12031176	+		0.022307595	0.11405962	0.018363439	0.022502422	-0.0768499	0.056668065	-0.0965698	0.0051750545	0.298399	1.4272906	-0.081492305	0.009963962	-0.26997817	0.063753344	-0.27948228	0.038678396	0.4320675	1.2538766	0.12717648	0.5768352	-0.15282553	0.18859793	-0.13406588	0.18398707	-0.49680716	0.29286063	-0.3968929	0.40303585
P3R3URF	chr1	46175486	46176488	46176428	46176478	-		0.00024326169	0.012309211	-0.0070641194	0.0067037866	-0.09747755	0.004049862	-0.08685974	0.0233635	-0.084192514	0.0057028197	-0.078975715	0.014681951	-0.26983124	0.05161458	-0.28874233	0.022744898	-0.34446374	0.15466447	-0.4035396	0.14021742	-0.21354222	0.01770492	-0.20203237	0.034037415	-0.6181259	0.07339283	-0.59954095	0.048526045
WASF2	chr1	27404230	27490167	27490108	27490158	-		0.001482431	0.027189024	0.25184768	0.27536535	0.25814894	1.3316226	9.460742	13.352321	0.282335	2.2593133	1.4628766	2.0629292	-0.25308433	0.07980447	-0.32528624	0.037576225	1.0982916	2.3694983	-0.5364143	0.072884984	0.802177	2.4723861	0.7753796	1.1023701	-0.4342483	0.3244938	-0.6873362	0.1980119
SMCP	chr1	152878322	152885047	152878316	152878366	+		-0.0035003112	0.008635144	0.004758928	0.021696484	-0.09118633	0.013504028	-0.09422749	0.0064472756	-0.073610075	0.018984469	-0.07822716	0.01019707	-0.21266907	0.1470288	-0.2058034	0.09112918	-0.3029276	0.26150498	-0.1706757	0.34959477	-0.19536535	0.039290227	-0.20230539	0.024097204	0.021406531	0.8915748	-0.34128827	0.3846243
GNB1	chr1	1785285	1891117	1890363	1890401	-		0.0067434506	0.05673194	0.5671935	0.41300267	0.014469237	0.5864192	0.973837	0.82474214	0.11012982	1.823927	0.3288399	0.36870646	-0.2708687	0.077453375	-0.27289948	0.015510349	1.557737	2.6743138	-0.46509874	0.029391471	0.05895333	0.9150015	-0.19134687	0.0362303	-0.47424594	0.33430147	-0.5282645	0.096002206
ARID1A	chr1	26693236	26782104	26772963	26772987	+		0.015337302	0.065467805	0.09239337	0.077607885	0.35358956	1.5681007	6.6437573	4.2244024	0.11112175	0.9537533	-0.035800595	0.05810932	-0.2845956	0.059959058	-0.34527612	0.007917334	1.6506118	2.794309	5.1439366	3.4949126	1.2154274	2.792791	7.622886	4.527033	-0.4992184	0.34788278	-0.7643634	0.12695867
RIMKLA	chr1	42380792	42424232	42380805	42380855	+		0.00074607803	0.029535249	0.20107628	0.18946289	-0.08390433	0.023189936	-0.08682638	0.009463826	-0.0570407	0.103446335	0.13025276	0.23462099	1.5490521	3.2926953	2.308535	1.9384962	-0.17554325	0.39218193	-0.28843796	0.24656504	-0.12578994	0.24612735	0.3101892	0.6630685	-0.24310029	0.45080382	-0.27395698	0.382467
NHLH2	chr1	115836377	115843917	115843867	115843917	-		0.039060995	0.05470202	0.0049188184	0.014561247	-0.08117228	0.015200867	-0.074507274	0.018303385	-0.015209127	0.13676475	-0.061072472	0.006761378	10.964249	7.640542	2.1558392	1.1279794	-0.16133857	0.38503185	-0.0920588	0.30035305	0.09319844	0.5127096	-0.15383464	0.01720038	-0.15299375	0.4917433	0.07724622	0.5751935
ST7L	chr1	112523514	112620825	112619094	112619144	-		-0.0019677535	0.02463428	0.11236166	0.08367384	0.6119641	3.9020412	26.45175	13.090585	0.45645908	3.6245823	10.097691	9.928367	-0.22144783	0.094887726	-0.28472757	0.105962515	1.2870064	2.0658488	-0.4880029	0.20951417	0.33454925	1.770832	0.23351637	0.55684805	-0.30305144	0.46832806	-0.8028437	0.13029431
CYP2J2	chr1	59893308	59926773	59926740	59926790	-		-0.0032852765	0.011270854	0.023806756	0.051033605	-0.08738319	0.014116558	-0.09112486	0.014431871	-0.033704888	0.29586455	0.3139087	0.69739443	0.40077618	0.89712983	2.003481	1.6898165	-0.21243018	0.3697288	-0.4080889	0.1631046	-0.14241107	0.15697521	0.38774902	0.71825963	-0.20316803	0.57836837	-0.47272736	0.3217926
PRRX1	chr1	170662728	170739421	170730205	170730255	+		0.0026971868	0.028186496	0.0037463952	0.010702762	0.0471875	0.83332396	-0.09556775	0.013746847	-0.043991845	0.18223222	-0.08096625	0.019084258	0.24232602	1.4235417	0.0579317	0.51798344	-0.2045944	0.4398411	0.001244678	0.5845562	0.29023084	1.4173837	-0.16440076	0.09547892	-0.3082064	0.4736563	-0.26900867	0.42492485
ZNF436	chr1	23366912	23377300	23368336	23368386	-		0.044440795	0.11134118	0.23726866	0.20609568	1.010184	1.9815334	4.098944	3.0320687	2.1401374	5.147543	10.107922	9.304991	-0.2858323	0.08354135	-0.29010648	0.11669013	-0.17655121	0.6002676	-0.51409507	0.11431572	1.4287581	2.8053446	-0.14585337	0.17250444	-0.6053648	0.25737306	-0.7414701	0.13802922
C1orf56	chr1	151047751	151051986	151047739	151047789	+		0.07072348	0.11427104	0.06253425	0.07922194	0.041897114	0.27983162	-0.07458585	0.03982037	1.0570076	2.2463918	0.7689968	1.0908576	-0.28227764	0.06603179	-0.14608169	0.37296122	0.82004493	2.0743334	-0.38573426	0.18457876	0.28821304	0.897086	0.033858422	0.37323973	-0.44381878	0.3928109	-0.4314074	0.4244577
DDI2	chr1	15617458	15669044	15617542	15617592	+		0.0027135455	0.051504627	0.33967164	0.36169004	0.022692254	0.5143126	1.6066107	1.6346449	0.3365138	2.637269	3.8079128	5.3255377	-0.2655465	0.10078145	-0.32201862	0.029918961	1.3409913	2.5211132	-0.54036295	0.06286743	0.079428	0.9161399	2.4940183	2.9990046	-0.49241364	0.32857275	-0.66388977	0.28421447
MTOR	chr1	11106535	11262551	11139610	11139660	-		0.0007558747	0.025917882	-0.0067215264	0.0074457284	-0.05507514	0.20424107	-0.0633232	0.05056754	-0.019459117	0.759302	-0.06284756	0.025121402	-0.2416178	0.08334204	-0.23822533	0.03289534	1.72358	2.490708	0.51085776	0.9623244	-0.027434193	0.7300061	-0.12542014	0.18648052	-0.3762967	0.3550532	-0.37721074	0.22168276
PRAMEF5	chr1	13224452	13233554	13254211	13254261	+		-0.005164021	0.008738218	-0.011555807	0.0	-0.08008639	0.0062635248	-0.07892369	1.0940946e-08	-0.05741058	0.022980237	-0.05806409	2.8934328e-09	-0.14279267	0.13694243	-0.17358348	0.0	-0.075041994	0.30114204	-0.29283834	0.0	-0.15231544	0.027175024	-0.14934409	4.233541e-08	0.37327462	1.0235573	-0.18052325	7.608344e-08
TNNI3K	chr1	74235387	74544428	74235400	74235450	+		-0.005337597	0.009620153	-0.0049705347	0.006004288	-0.08253976	0.015555382	-0.08735961	0.009845659	-0.059663117	0.029369526	-0.049185336	0.052684475	-0.12651786	0.23771077	-0.098131865	0.22150493	-0.15664417	0.36029214	-0.021274434	0.5331156	-0.15760846	0.071156636	-0.17783849	0.03530405	0.21188347	0.8653004	-0.09545801	0.4332262
NMNAT2	chr1	183248237	183418380	183418552	183418602	-		0.0015291008	0.022533301	0.0053146896	0.016110983	-0.07128329	0.151761	-0.090418056	0.006643113	-0.07090089	0.02720582	-0.064968005	0.017088855	0.46647552	1.5802543	4.9409823	2.871511	-0.27519137	0.3134512	-0.2955067	0.21564709	-0.049277063	0.6443911	-0.1887429	0.024855109	-0.3228194	0.51992977	-0.09827614	0.50454634
YTHDF2	chr1	28736621	28769775	28736939	28736989	+		0.011356667	0.07109227	0.25397164	0.25527778	0.11819312	0.87889755	1.4961584	1.4643043	0.60256726	3.264113	1.2366914	0.9859273	-0.2544715	0.07763766	-0.28994715	0.04549817	1.5729655	2.5509963	-0.3839349	0.22444892	0.8708759	1.767895	1.7733623	1.4713956	-0.41801766	0.33463326	-0.5479325	0.21746778
SFT2D2	chr1	168225938	168253021	168225949	168225999	+		0.009598261	0.055386942	0.087931335	0.14931433	0.12403758	0.8683377	1.4546041	1.9080255	0.23600282	1.1831322	1.7039424	2.5709684	-0.264944	0.0729845	-0.11987852	0.34488058	1.7672555	2.4594617	-0.40470502	0.43355045	0.36032245	1.4437225	0.50004184	0.51643276	-0.45444876	0.36143523	-0.59280866	0.45039737
FAM71A	chr1	212624474	212626775	212624473	212624523	+		-0.002756156	0.008643982	-0.0015827367	0.0072997757	-0.099851646	0.0081596635	-0.10032296	0.004235982	-0.084931836	0.015079927	-0.07758402	0.019711694	0.30996698	0.5660782	0.0075940746	0.58160627	-0.41937685	0.2317786	-0.51262623	0.049737953	-0.2232467	0.024197657	-0.21130666	0.043101434	-0.5925145	0.25626677	-0.34002435	0.6125411
FAAP20	chr1	2184461	2212720	2194725	2194775	-		0.09890527	0.21240532	0.45771173	0.29802614	0.40597457	1.9008486	1.1645365	1.4678792	0.13481721	0.93709695	1.3476425	1.6613897	-0.27792177	0.053668357	-0.20125988	0.0041578547	-0.25175077	0.4075825	0.0996223	0.49782154	0.4098928	1.1184627	0.48654327	0.78729784	-0.5112636	0.29277614	-0.23854326	0.25257123
SLC30A7	chr1	100896076	100981757	100896075	100896125	+		-0.0034420497	0.017028652	0.14344566	0.08254738	0.18438186	1.9855616	14.499056	7.267769	0.1986346	2.176753	7.8764267	4.646667	-0.22105317	0.09824978	-0.3407472	0.02004714	1.6693712	2.423729	-0.5163095	0.14553565	0.26055023	1.2643142	0.29327542	0.550877	-0.28151047	0.4568977	-0.7260938	0.24874319
TLCD4-RWDD3	chr1	95117923	95247225	95117922	95117972	+		-0.00091824797	0.0337642	0.19094338	0.09300566	-0.07530233	0.11324029	-0.09628944	0.014876299	-0.013477685	0.47776178	1.520355	1.1690437	0.40437466	1.6793563	1.5096465	2.0949876	-0.10869221	0.55080616	-0.3885563	0.20453285	-0.12829137	0.32289293	0.89636993	0.79582834	-0.22402973	0.48277023	-0.62987876	0.15091161
RFX5	chr1	151340640	151347326	151346822	151346872	-		0.016309708	0.053031158	0.18558381	0.18272689	1.0937761	3.1510484	5.0671825	5.6259794	0.86582917	2.3970428	3.2433362	2.9175582	-0.27873096	0.071977146	-0.33463508	0.03869492	1.0841018	2.093615	-0.5632336	0.09259485	0.4900997	1.4053683	0.75328404	1.8402504	-0.53484875	0.32061496	-0.8163011	0.12797214
C1orf122	chr1	37806979	37809454	37807746	37807796	+		0.3408706	0.41846424	0.09995233	0.11487095	3.8666263	3.3014085	3.937751	3.6622224	5.0660567	5.820442	8.607102	7.2536364	-0.31375432	0.050473504	-0.2993239	0.069526315	-0.0064156977	1.2953845	1.3607004	2.2966146	1.4528443	2.916221	3.1052194	3.0556364	-0.6619934	0.2033325	-0.57025725	0.26813564
CDA	chr1	20589086	20618903	20589085	20589135	+		0.0026077447	0.020604335	0.010065221	0.016435007	-0.088305525	0.02169709	-0.1017488	0.004331204	-0.064883865	0.059117578	-0.056917284	0.047528002	0.21612237	0.95973265	1.1604743	0.9895477	-0.30235392	0.3381713	-0.39147964	0.36769602	0.05073086	0.6629148	0.5078162	0.97407615	-0.393431	0.3861938	-0.58840746	0.25418034
RPTN	chr1	152153595	152159228	152159183	152159228	-		0.00091791054	0.00864849	-0.002628889	0.0065785595	-0.08711899	0.019522639	-0.099952966	0.004256454	-0.07081951	0.025714219	-0.08610334	0.008317131	-0.03697778	0.33804035	0.118549034	0.54343486	-0.28227192	0.29881954	-0.38399032	0.19681798	-0.19969752	0.027944284	-0.22345227	0.01553703	-0.3219783	0.39825276	-0.572438	0.24934033
FAM229A	chr1	32361270	32364278	32361774	32361824	-		0.082386	0.09060993	0.17028923	0.10417698	-0.083050705	0.03495508	-0.06291737	0.048763182	-0.0389229	0.12112849	0.043048263	0.17558701	-0.22149213	0.1392944	-0.2204574	0.10480544	0.3934206	0.9595793	-0.29225355	0.23803414	0.26699623	0.6341495	0.833395	0.6522279	-0.5367116	0.28486398	-0.5341008	0.20078552
CD55	chr1	207321532	207386804	207324657	207324707	+		-0.0021232534	0.031533416	-0.0031205765	0.0081773	0.06555764	1.1344024	0.05919764	0.08658514	0.33980203	2.8280807	0.48961884	0.48728493	-0.20885685	0.1514893	-0.25537392	0.01776999	1.3905393	2.2507732	4.1010256	2.630628	0.19004849	0.9779441	2.2328408	1.9843423	-0.25706577	0.47018078	-0.4233583	0.16836362
MCOLN2	chr1	84925583	84997113	84997063	84997113	-		-0.0037044932	0.015194128	0.0872462	0.05313299	-0.08031208	0.06356809	-0.08452006	0.008310544	-0.020713575	0.5352074	0.0922509	0.15088694	1.7606164	2.6172044	14.717509	13.151956	-0.22185852	0.36291188	-0.12712076	0.2790377	-0.05949899	0.54390454	0.94425046	0.7183796	-0.25155672	0.46268103	-0.25526404	0.22407
RASAL2	chr1	178094104	178484147	178120960	178121010	+		-0.0030313574	0.022753574	-0.009271898	0.0036111767	-0.024262149	0.3987943	-0.086236276	0.008264906	-0.010580612	0.7177644	-0.062013168	0.01888417	-0.21423437	0.10882799	-0.2170439	0.05144373	0.046334203	0.7551774	0.38999343	1.0755326	0.10984549	0.9661608	-0.13998699	0.10630954	-0.26574802	0.48562053	0.108708926	0.6357623
MEX3A	chr1	156072013	156082465	156081654	156081704	-		0.061491773	0.063374326	0.24361046	0.18606628	0.0002324951	0.2915122	0.002508179	0.087395296	1.1291591	2.8121688	2.8626416	2.9158769	-0.28742704	0.062945485	-0.30984375	0.048901692	0.6562422	1.6808158	-0.52054965	0.07217444	0.3516336	0.7399957	-0.21318564	0.03808632	-0.5510365	0.28533554	-0.6610502	0.20129901
TGFBR3	chr1	91680343	91906335	91886101	91886151	-		0.0027244645	0.033767376	0.18948923	0.1923165	-0.03526701	0.27168638	0.3356094	0.8116754	0.0038101997	0.79398566	2.1134443	2.490301	-0.22772983	0.14784259	-0.27547738	0.08342917	-0.036073305	0.6610358	-0.45868155	0.09281936	0.3853822	1.6551628	0.29819462	0.5005386	-0.40430263	0.38703376	-0.5250438	0.37725547
PDIK1L	chr1	26111165	26125555	26111836	26111886	+		0.03730623	0.13095859	0.4551537	0.23510875	0.05635398	0.3712616	0.81572175	0.52376187	0.45502466	1.771738	2.3355777	1.0222939	-0.25165126	0.058310162	-0.21468192	0.10780215	0.63431746	1.5784882	-0.26299793	0.27323213	0.2573108	0.9499692	0.043320727	0.319436	-0.37138364	0.37085453	-0.44669327	0.20586474
STUM	chr1	226548764	226609230	226600588	226600638	+		0.011304325	0.035919525	0.021264013	0.015588969	-0.09425971	0.015172392	-0.088262364	0.016633902	-0.077563845	0.02366432	-0.084566034	0.009153365	0.8302447	2.3812337	0.14033465	0.4791055	-0.35373968	0.25018618	-0.36362937	0.19911754	-0.19021402	0.11298095	-0.21348296	0.018732721	-0.45382252	0.383305	-0.45605934	0.3144682
NDUFS5	chr1	39026318	39034636	39026317	39026367	+		0.001829154	0.034767374	0.033665642	0.061314736	1.1709791	4.4976215	1.3342928	1.3883669	2.1129522	6.713829	0.81061745	0.96606696	-0.2402503	0.08887027	-0.31898466	0.043834794	1.7035098	2.6818414	-0.32987568	0.5222554	0.025841068	0.38162655	0.8121679	1.2608135	-0.36226645	0.4440237	-0.694567	0.20265496
CHTOP	chr1	153633982	153646306	153634048	153634098	+		0.0149990115	0.07477608	0.16208993	0.18646288	1.0207593	5.65598	2.485641	4.753296	1.026399	4.2005005	1.164288	1.3095698	-0.27720824	0.04311535	-0.32110748	0.026635343	3.8964436	3.8158216	-0.46754885	0.13203323	0.020739652	0.49957046	1.606849	1.9043831	-0.4405241	0.36426753	-0.76053	0.09354771
ALG14	chr1	94974405	95072951	95027153	95027203	-		-0.0020428128	0.024141083	0.00924301	0.018100444	-0.03996104	0.23994678	0.04805258	0.10533175	0.0586564	1.384478	-0.00031397218	0.08647867	-0.23704316	0.12957618	-0.28483856	0.033825044	-0.0661868	0.6434804	-0.00995481	0.60000044	0.44053882	1.8705659	2.0407224	1.1735283	-0.36170515	0.5161228	-0.46681046	0.28213716
CD34	chr1	207880972	207911402	207911352	207911402	-		0.018786844	0.05758163	0.0062282444	0.007551148	1.1849496	4.640687	-0.08552393	0.011926187	-0.01262028	0.26715404	0.12041426	0.283355	-0.079848714	0.82843167	3.815509	2.6174328	-0.19525172	0.48492146	-0.27064914	0.42049977	1.8142072	4.2753286	0.44797987	0.6727728	-0.49321458	0.35954592	0.034318727	0.5998347
PTGFR	chr1	78303884	78540701	78303883	78303931	+		-0.0053160163	0.010710267	0.006521509	0.019893026	-0.0763216	0.11327539	-0.075438604	0.036657274	-0.0449529	0.25354502	-0.073176645	0.018624952	0.608407	1.2028394	0.3607858	0.59580505	-0.18394688	0.37129658	-0.14168671	0.34894094	-0.08413722	0.50949717	-0.11756298	0.14453222	-0.19784395	0.51209056	-0.2325965	0.40121892
KCNA10	chr1	110517217	110519175	110518788	110518838	-		0.0036721958	0.014366407	0.014587357	0.018717932	-0.09130965	0.018443229	-0.09627403	0.0067511373	-0.08248967	0.00832525	-0.07256384	0.03324001	0.08603692	0.5260129	-0.0032584083	0.39209688	-0.2816071	0.18435675	-0.33014286	0.14940473	-0.19106424	0.060885873	-0.04636485	0.27706808	-0.537939	0.19786	-0.6026888	0.12828283
FCMR	chr1	206903317	206923247	206921891	206921941	-		0.018235425	0.048814107	0.007613834	0.015021023	-0.09181556	0.012596618	-0.10262977	0.0028420463	-0.073561825	0.020130532	-0.086743936	0.012558803	2.3057613	5.195255	-0.07236208	0.3685515	-0.3174097	0.27357927	-0.5064038	0.051019736	-0.17792502	0.10425808	-0.21362466	0.041727647	-0.32880718	0.45663247	-0.50199133	0.3761045
LYPLAL1	chr1	219173869	219212865	219173883	219173933	+		-0.00080052926	0.021937223	0.059945825	0.11485262	0.23659699	1.08835	0.37768075	0.61972666	0.318527	1.9519638	0.40239114	1.2260687	-0.19001365	0.12783237	-0.30084592	0.0776677	0.64283466	1.2622955	-0.5034664	0.13429436	0.61035436	2.1088746	0.641489	0.90294725	-0.13048835	0.6163561	-0.49596506	0.55237085
RABGGTB	chr1	75786197	75795086	75786230	75786274	+		0.012462127	0.05062905	0.09271435	0.17927119	0.41729322	1.270441	1.4463098	1.6846893	9.011412	14.11678	2.9249516	3.4634497	-0.23916371	0.15887132	-0.2772032	0.058829788	3.9803066	4.2076826	-0.27234754	0.29393458	1.0487874	1.4727148	2.035581	1.6620843	-0.46774283	0.39047197	-0.54447424	0.289651
NFIA	chr1	60865259	61462788	61082620	61082670	+		0.0021403064	0.03754587	0.16974862	0.10506176	0.21471313	1.9491106	0.89634085	0.8276484	0.042187244	1.0479566	6.1886573	4.7793336	-0.23799595	0.15841848	-0.25718376	0.026398856	0.0022209554	0.82815266	-0.30335724	0.19826801	0.4944339	1.9833726	0.69109225	1.2944486	-0.38796672	0.46760866	-0.40704146	0.19023363
ADSS2	chr1	244408494	244451909	244452084	244452134	-		0.0020867672	0.027322272	0.15156105	0.24445067	0.4007252	1.437039	0.30227134	0.67728543	0.6527333	2.7950382	2.0989337	2.3905969	-0.236456	0.09035343	-0.27634776	0.040698655	2.3635833	2.9028141	-0.13374756	0.4145841	1.4259149	3.334305	2.4681833	2.3712952	-0.31432095	0.44941747	-0.30956024	0.51317054
PPIAL4E	chr1	144372875	144373634	144373609	144373659	-		-0.011555807	0.0	-0.011555807	0.0	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.058064096	0.0	-0.05806409	2.8934328e-09	-0.17358346	1.3771103e-08	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934413	0.0	-0.14934409	4.233541e-08	-0.18052332	1.5216688e-07	-0.18052325	7.608344e-08
FMO3	chr1	171090901	171117819	171090904	171090954	+		-0.0066475817	0.0072081643	-0.004171156	0.009470835	-0.07993873	0.019199533	-0.08793962	0.01003263	-0.05942508	0.022021025	-0.06898404	0.012319771	-0.037617475	0.37402654	0.03627884	0.3723662	-0.21267018	0.26038265	-0.16954286	0.32794276	-0.14906429	0.070339866	-0.14748162	0.08905746	-0.0708018	0.5553992	-0.19051513	0.5604883
NECTIN4	chr1	161070998	161089558	161089549	161089599	-		0.02110247	0.033952776	0.03151877	0.019338805	-0.09488174	0.01594662	-0.09770037	0.0044539864	-0.08231145	0.013984828	-0.079858065	0.012695567	-0.14306816	0.3009773	-0.21530285	0.19955443	-0.37694126	0.20964602	-0.33330366	0.19035593	-0.20450683	0.047057614	-0.21531476	0.016558684	-0.5221437	0.29767185	-0.57071435	0.13173896
SMPDL3B	chr1	27935000	27959157	27935109	27935159	+		0.0042459313	0.018277952	0.020997543	0.040827468	-0.090432376	0.034619734	-0.09166172	0.006272648	-0.07507129	0.04537321	0.027312327	0.1390678	0.074858174	0.6871618	0.7150349	1.1289415	-0.34404403	0.29638982	-0.35958156	0.16621138	-0.08497005	0.50882167	-0.03307293	0.2834936	-0.48564434	0.383181	-0.40976202	0.28094736
ITGA10	chr1	145891208	145910111	145910061	145910111	-		0.030093165	0.12350486	0.059824016	0.09475896	1.2920259	5.03065	0.17556775	0.55858195	0.16284548	1.4593962	1.0025281	2.6202116	-0.2869282	0.11290171	-0.27527076	0.07144507	0.67694527	1.5001757	1.5458268	2.8769517	1.982672	4.6356397	1.0652595	2.4691648	-0.56007904	0.2885809	-0.5856147	0.17331216
H3-4	chr1	228424845	228425360	228425275	228425325	-		0.0069926735	0.010926052	0.0010057135	0.015320962	-0.09573704	0.0041357223	-0.096286185	0.0074000284	-0.081455514	0.006503181	-0.081841566	0.0108464025	-0.2047829	0.09149977	-0.26759785	0.044277318	-0.47221547	0.04848784	-0.45476884	0.08777538	-0.19504152	0.03837877	-0.21032885	0.026713245	-0.26049662	0.6554141	-0.5643913	0.18101427
AGT	chr1	230690776	230745576	230714247	230714297	-		0.0033797019	0.014170302	0.015729347	0.014566504	-0.08991417	0.014566174	-0.1028154	0.0050813975	-0.071995825	0.021404115	-0.09489793	0.0036109441	-0.11825902	0.3317427	-0.12569365	0.20564699	-0.08568633	0.8613453	-0.39814183	0.34888026	-0.18554683	0.056431003	-0.23359837	0.024449741	-0.28663725	0.49376714	-0.7196927	0.21087116
H3C14	chr1	149840687	149841208	149841143	149841193	-		-0.011555807	0.0	-0.011555807	0.0	-0.078923695	5.470473e-09	-0.07892369	1.0940946e-08	-0.058064096	0.0	-0.05806409	2.8934328e-09	-0.17358348	0.0	-0.17358348	0.0	-0.29283834	0.0	-0.29283834	0.0	-0.14934418	4.233541e-08	-0.14934409	4.233541e-08	-0.18052317	0.0	-0.18052325	7.608344e-08
RBM34	chr1	235131183	235161283	235161208	235161258	-		0.004565947	0.034408804	0.12333192	0.19834787	0.0613448	0.9948021	0.7436066	1.3065642	0.46383542	3.25264	5.410097	5.647962	-0.25675863	0.08939862	-0.34017125	0.015442712	1.7465285	2.4945164	-0.57654834	0.06415115	-0.122482866	0.33679575	0.5046157	0.9752557	-0.43348956	0.33576652	-0.8058277	0.086961046
